marca;modelo;estado;cor;quilometragem;end_tag;combustivel;ano;cambio;unico_dono;tipo;versao;direcao;portas;extra;preco;
FIAT;UNO;mg;Branco;253000;9;Gasolina;2003;Manual;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;;2 portas;;7900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-544394306?xtmc=fiat+uno&xtnp=57&xtcr=45
FIAT;UNO;mg;Branco;27000;9;Flex;2014;Manual;Sim;Hatch;;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag;31900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-sporting-1-4-flex-544385495?xtmc=fiat+uno&xtnp=57&xtcr=46
FIAT;UNO;mg;Preto;107567;;Flex;2012;Manual;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;13000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/oportunidade-fiat-uno-2011-2012-1-0-mille-fire-economy-8v-flex-2p-544381907?xtmc=fiat+uno&xtnp=57&xtcr=47
FIAT;UNO;mg;;29016;2;Flex;2018;Manual;;Passeio;UNO DRIVE 1.0 FLEX 6V 5P;;4 portas;air bag, alarme, ar condicionado, direxe7xe3o hidrxe1ulica, trava elxe9trica, vidro elxe9trico;33900;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2017-2018-1-0-firefly-flex-drive-4p-manual-544380002?xtmc=fiat+uno&xtnp=57&xtcr=48
FIAT;UNO;mg;Branco;145000;;Gasolina;2000;Manual;Nxe3o;Passeio;UNO MILLE/ MILLE EX/ SMART 4P;;4 portas;som;9000;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-544373574?xtmc=fiat+uno&xtnp=57&xtcr=49
FIAT;;mg;;156800;;;2004;;Nxe3o;;;;;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som;13500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2004-ar-condicionado-544339773?xtmc=fiat+uno&xtnp=58&xtcr=1
;;mg;;129000;;;2009;;;;;;;;16000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-economy-544338812?xtmc=fiat+uno&xtnp=58&xtcr=2
FIAT;;mg;;111;;Flex;2012;Manual;;;;Mecxe2nica;;;20000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-2012-544335035?xtmc=fiat+uno&xtnp=58&xtcr=3
FIAT;UNO;mg;Prata;168000;;Gasolina;2003;Manual;;Hatch;UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO;Mecxe2nica;2 portas;som, alarme, trava elxe9trica;9500;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fire-544315470?xtmc=fiat+uno&xtnp=58&xtcr=4
FIAT;UNO;mg;Prata;100852;;;2007;;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;vidro elxe9trico;13000;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/uno-mille-fire-flex-544311887?xtmc=fiat+uno&xtnp=58&xtcr=5
FIAT;UNO;mg;;11111111;9;;1990;;Nxe3o;Passeio;;;2 portas;;5500;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-544304019?xtmc=fiat+uno&xtnp=58&xtcr=6
FIAT;UNO;mg;;170;;;2007;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;;;12800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-544302359?xtmc=fiat+uno&xtnp=58&xtcr=7
FIAT;UNO;mg;Outra;218000;;;1994;;;;;;;som;7000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-94-perfeito-estado-r-7-000-00-544296276?xtmc=fiat+uno&xtnp=58&xtcr=8
FIAT;UNO;mg;Verde;0;2;Gasolina;2001;Manual;Nxe3o;Passeio;UNO MILLE/ MILLE EX/ SMART 2P;Mecxe2nica;2 portas;som;7300;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-smart-2001-544293919?xtmc=fiat+uno&xtnp=58&xtcr=9
FIAT;;mg;;1;;;1985;;;;;;;;3500;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-85-544291510?xtmc=fiat+uno&xtnp=58&xtcr=10
FIAT;UNO;mg;Vermelho;0;3;Gasolina;1997;Manual;Nxe3o;Passeio;UNO MILLE SX 2P E 4P;Mecxe2nica;2 portas;som;6700;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1997-544290691?xtmc=fiat+uno&xtnp=58&xtcr=11
FIAT;UNO;mg;;103800;7;Flex;2010;Manual;;;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Mecxe2nica;4 portas;;17500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-way-544272757?xtmc=fiat+uno&xtnp=58&xtcr=12
FIAT;UNO;mg;;1;;xc1lcool;1985;Manual;;;UNO TURBO 1.4 I.E. 2P;;;;3500;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-uno-85-544264273?xtmc=fiat+uno&xtnp=58&xtcr=13
FIAT;UNO;mg;Branco;126000;;Flex;2013;Manual;Nxe3o;Hatch;UNO WAY 1.0 FLEX 6V 5P;Mecxe2nica;4 portas;trava elxe9trica, vidro elxe9trico;;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-544249922?xtmc=fiat+uno&xtnp=58&xtcr=14
FIAT;UNO;mg;Azul;88888;0;Gasolina;1993;Manual;Nxe3o;Passeio;UNO MILLE  ELX  2P E 4P;Mecxe2nica;2 portas;;4400;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-uno-mille-93-544228273?xtmc=fiat+uno&xtnp=58&xtcr=15
FIAT;UNO;mg;Prata;76000;6;Flex;2012;Manual;;;UNO MILLE CELEB/CELEB.ECON 1.0 F.FLEX 4P;;4 portas;alarme, trava elxe9trica, vidro elxe9trico;16000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-economy-2012-544222822?xtmc=fiat+uno&xtnp=58&xtcr=16
FIAT;UNO;mg;Cinza;100000;1;Gasolina;2004;Manual;Sim;Passeio;UNO MILLE 1.0 ELECTRONIC 4P;Mecxe2nica;4 portas;;6000;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/vende-se-um-fiat-uno-2004-544216513?xtmc=fiat+uno&xtnp=58&xtcr=17
FIAT;PUNTO;mg;Cinza;148;2;Flex;2010;Manual;Nxe3o;Passeio;;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som;23500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-punto-punto-1-4-544132889?xtmc=fiat+uno&xtnp=58&xtcr=20
FIAT;UNO;mg;Cinza;120000;6;Gasolina;2005;Manual;Nxe3o;Hatch;;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica, som;10000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-mille-544083360?xtmc=fiat+uno&xtnp=58&xtcr=24
FIAT;SIENA;mg;Cinza;120000;8;Flex;2006;Manual;Nxe3o;Sedxe3;SIENA 1.0/ EX 1.0 MPI FIRE/ FIRE FLEX 8V;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;14900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/siena-fire-544077355?xtmc=fiat+uno&xtnp=58&xtcr=25
FIAT;UNO;mg;Prata;190000;;Flex;2011;Manual;;Passeio;UNO WAY 1.0 FLEX 6V 5P;Mecxe2nica;4 portas;;16000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-544043347?xtmc=fiat+uno&xtnp=58&xtcr=27
FIAT;UNO;mg;;74000;0;Flex;2013;Manual;;Passeio;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;;4 portas;air bag, air bag, alarme, ar condicionado, direxe7xe3o hidrxe1ulica, trava elxe9trica, vidro elxe9trico;29900;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2012-2013-1-4-evo-sporting-8v-flex-4p-manual-544043069?xtmc=fiat+uno&xtnp=58&xtcr=28
FIAT;UNO;mg;Preto;139000;;Gasolina;1993;;Nxe3o;Passeio;UNO CSL 1.6 4P (ARGENTINO);Hidrxe1ulica;4 portas;vidro elxe9trico;5500;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-544019690?xtmc=fiat+uno&xtnp=58&xtcr=32
FIAT;UNO;mg;;200;;Flex;2006;;;Passeio;;;4 portas;trava elxe9trica, som;12500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-total-flex-543973605?xtmc=fiat+uno&xtnp=58&xtcr=34
FIAT;UNO;mg;Prata;125;2;Flex;2013;Manual;Sim;Passeio;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;23500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543965738?xtmc=fiat+uno&xtnp=58&xtcr=35
FIAT;UNO;mg;Preto;95000;0;Flex;2012;Manual;Nxe3o;Hatch;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;19300;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-uno-way-1-0-2011-2012-543964736?xtmc=fiat+uno&xtnp=58&xtcr=36
FIAT;UNO;mg;Prata;170000;;Flex;2011;Manual;Sim;Passeio;UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 4P;Mecxe2nica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme;15000;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-mille-way-economy-8v-flex-4p-manual-543962656?xtmc=fiat+uno&xtnp=58&xtcr=37
FIAT;UNO;mg;Branco;85000;;Flex;2010;Manual;;Passeio;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica;16400;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-economy-1-0-2010-2011-543946316?xtmc=fiat+uno&xtnp=58&xtcr=38
FIAT;BRAVO;mg;Cinza;95000;6;Flex;2011;Manual;Nxe3o;;BRAVO ESSENCE 1.8 FLEX 16V 5P;Elxe9trica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som, sensor de rxe9;27000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-bravo-barato-muito-novo-vendo-ou-troco-543940616?xtmc=fiat+uno&xtnp=58&xtcr=39
FIAT;UNO;mg;Branco;111;1;Gasolina;1986;Manual;Nxe3o;Passeio;UNO S 1.5 I.E. / 1.5 / 1.3/ SX 1.3;Mecxe2nica;2 portas;;3600;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543934461?xtmc=fiat+uno&xtnp=58&xtcr=40
FIAT;UNO;mg;Preto;130000;4;Gasolina;1994;Manual;Nxe3o;Passeio;UNO MILLE 1.0 ELECTRONIC 4P;Mecxe2nica;4 portas;;7200;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-543928748?xtmc=fiat+uno&xtnp=58&xtcr=41
FIAT;UNO;mg;Prata;126777;6;Flex;2012;Manual;;Hatch;UNO WAY CELEB. 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som, sensor de rxe9;23000;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543926634?xtmc=fiat+uno&xtnp=58&xtcr=42
FIAT;UNO;mg;Prata;59;4;Flex;2013;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;15000;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543921122?xtmc=fiat+uno&xtnp=58&xtcr=43
FIAT;UNO;mg;Prata;126000;0;Flex;2006;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;;2 portas;;11000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fire-flex-543909110?xtmc=fiat+uno&xtnp=58&xtcr=46
FIAT;UNO;mg;Vermelho;130000;;Gasolina;1995;Manual;Nxe3o;Hatch;UNO MILLE EP 2P E 4P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica, alarme;8000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/uno-ep-96-543902856?xtmc=fiat+uno&xtnp=58&xtcr=47
FIAT;UNO;mg;Vermelho;135000;6;Gasolina;1993;Manual;Nxe3o;Passeio;UNO MILLE 1.0 ELECTRONIC 4P;Mecxe2nica;2 portas;;5500;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-1993-543899398?xtmc=fiat+uno&xtnp=58&xtcr=48
FIAT;UNO;mg;Cinza;120000;7;Gasolina;1998;Manual;;;UNO MILLE SX YOUNG 1.0 IE;;2 portas;trava elxe9trica;7000;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543896439?xtmc=fiat+uno&xtnp=58&xtcr=50
FIAT;UNO;mg;Prata;50000;8;Flex;2013;Manual;;Passeio;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;25900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-sporting-1-4-flex-pouco-rodado-534088936?xtmc=fiat+uno&xtnp=59&xtcr=1
FIAT;UNO;mg;Prata;72000;5;Flex;2011;Manual;Nxe3o;Hatch;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;18500;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/novo-uno-completo-543890799?xtmc=fiat+uno&xtnp=59&xtcr=2
FIAT;UNO;mg;Cinza;120000;;Gasolina;1991;Manual;;;UNO MILLE EP 2P E 4P;;2 portas;;4700;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-uno-ano-91-543848929?xtmc=fiat+uno&xtnp=59&xtcr=4
FIAT;UNO;mg;Prata;178560000;;Gasolina;1991;Manual;Nxe3o;Hatch;UNO 1.6R MPI / 1.6R / 1.5R;Mecxe2nica;2 portas;vidro elxe9trico, trava elxe9trica, alarme, som;4800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543802003?xtmc=fiat+uno&xtnp=59&xtcr=5
FIAT;UNO;mg;Prata;155000;4;Gasolina;2005;Manual;Sim;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;trava elxe9trica, alarme, som;9000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-2p-gas-31-984740343-543793060?xtmc=fiat+uno&xtnp=59&xtcr=6
FIAT;UNO;mg;Cinza;84216;1;Gasolina;2005;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;alarme;11900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fire-543791110?xtmc=fiat+uno&xtnp=59&xtcr=7
FIAT;UNO;mg;Azul;172000;6;Gasolina;2002;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;trava elxe9trica, som;9500;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-2p-carro-de-familia-543789469?xtmc=fiat+uno&xtnp=59&xtcr=8
FIAT;UNO;mg;Cinza;30000;;xc1lcool;1989;Manual;Nxe3o;;;Mecxe2nica;2 portas;alarme;3000;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543788835?xtmc=fiat+uno&xtnp=59&xtcr=9
FIAT;UNO;mg;;80000;;Flex;2013;;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;;;trava elxe9trica, alarme;15000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-uno-economy-2p-543785014?xtmc=fiat+uno&xtnp=59&xtcr=10
FIAT;UNO;mg;Preto;95000;;Flex;2012;Manual;Nxe3o;Hatch;UNO WAY 1.0 FLEX 6V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, ar condicionado, alarme, trava elxe9trica, som;22000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-543749538?xtmc=fiat+uno&xtnp=59&xtcr=12
FIAT;UNO;mg;Verde;8888000;8;Gasolina;1996;Manual;Sim;Passeio;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;;;air bag;5600;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-uno-ano-95-96-543747075?xtmc=fiat+uno&xtnp=59&xtcr=13
FIAT;UNO;mg;Verde;149;3;Gasolina;1996;Manual;;Hatch;UNO MILLE 1.0 ELECTRONIC 4P;Mecxe2nica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;6500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543740905?xtmc=fiat+uno&xtnp=59&xtcr=14
FIAT;UNO;mg;Prata;111;5;Flex;2009;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;14200;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543734622?xtmc=fiat+uno&xtnp=59&xtcr=16
FIAT;UNO;mg;Cinza;0;;Gasolina;1997;Manual;;;;Mecxe2nica;2 portas;;4000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-por-moto-543664104?xtmc=fiat+uno&xtnp=59&xtcr=17
FIAT;UNO;mg;Verde;85000;7;Flex;2012;Automxe1tico;Nxe3o;Passeio;UNO WAY CELEB. 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;25000;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543655622?xtmc=fiat+uno&xtnp=59&xtcr=18
FIAT;UNO;mg;Prata;45000;;Flex;2016;Manual;;Passeio;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;27500;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-muito-novo-completo-vale-a-pena-conferir-543651503?xtmc=fiat+uno&xtnp=59&xtcr=19
FIAT;UNO;mg;Cinza;192000;6;Gasolina;2003;Manual;Nxe3o;Passeio;UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO;Mecxe2nica;4 portas;alarme, ar condicionado, trava elxe9trica, som;11000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543622527?xtmc=fiat+uno&xtnp=59&xtcr=20
FIAT;UNO;mg;Vermelho;1111111;4;Gasolina;1995;Manual;Nxe3o;;UNO MILLE  ELX  2P E 4P;Mecxe2nica;2 portas;ar condicionado, vidro elxe9trico, som;4500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/carro-fiat-uno-95-543619321?xtmc=fiat+uno&xtnp=59&xtcr=21
FIAT;UNO;mg;Prata;47500;0;Flex;2016;Manual;Nxe3o;Hatch;UNO ATTRACTIVE 1.0 FLEX 6V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, som;30200;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2016-attractive-1-0-543600210?xtmc=fiat+uno&xtnp=59&xtcr=22
FIAT;UNO;mg;Cinza;61500;4;Flex;2014;Manual;Nxe3o;Hatch;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som, cxe2mera de rxe9;25900;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-1-0-evo-completo-cinza-metalico-543597128?xtmc=fiat+uno&xtnp=59&xtcr=23
FIAT;UNO;mg;Prata;1;;;2010;;;;;Hidrxe1ulica;4 portas;;18000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-no-completo-543591369?xtmc=fiat+uno&xtnp=59&xtcr=24
FIAT;UNO;mg;Prata;117000;8;Flex;2010;Manual;Nxe3o;Hatch;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Mecxe2nica;4 portas;ar condicionado;16800;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543588973?xtmc=fiat+uno&xtnp=59&xtcr=25
FIAT;UNO;mg;Cinza;34400;6;Flex;2013;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;som;16700;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-economy-raridade-543586654?xtmc=fiat+uno&xtnp=59&xtcr=26
FIAT;UNO;mg;;100;7;Flex;2011;Manual;;Passeio;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;;4 portas;ar condicionado, direxe7xe3o hidrxe1ulica, trava elxe9trica, vidro elxe9trico;23900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2010-2011-1-0-evo-vivace-8v-flex-4p-manual-543585409?xtmc=fiat+uno&xtnp=59&xtcr=27
FIAT;UNO;mg;Branco;232000;;Flex;2011;Manual;;Hatch;;;4 portas;ar condicionado;15500;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543574016?xtmc=fiat+uno&xtnp=59&xtcr=28
FIAT;UNO;mg;Preto;182255;5;Flex;2011;Manual;Sim;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Hidrxe1ulica;2 portas;trava elxe9trica, vidro elxe9trico, som;13000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-541104125?xtmc=fiat+uno&xtnp=59&xtcr=31
FIAT;UNO;mg;Vermelho;185000;8;Gasolina;2003;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica, alarme;8500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543559680?xtmc=fiat+uno&xtnp=59&xtcr=32
FIAT;UNO;mg;Azul;22300;1;Gasolina;1993;;Nxe3o;;UNO MILLE 1.0 ELECTRONIC 4P;Mecxe2nica;2 portas;;5500;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-543559060?xtmc=fiat+uno&xtnp=59&xtcr=33
FIAT;UNO;mg;Cinza;169879;0;Gasolina;1991;Manual;Nxe3o;Hatch;UNO MILLE WAY ECONOMY 1.0 F.FLEX 2P;Mecxe2nica;2 portas;;4000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-uno-91-543557705?xtmc=fiat+uno&xtnp=59&xtcr=34
FIAT;UNO;mg;Amarelo;80000;4;Flex;2012;Manual;Nxe3o;Hatch;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;25000;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-uno-sporting-1-4-completo-543537568?xtmc=fiat+uno&xtnp=59&xtcr=35
FIAT;UNO;mg;Vermelho;15000;;Flex;2017;Manual;;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Elxe9trica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;38000;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-2017-firefly-1-0-543510316?xtmc=fiat+uno&xtnp=59&xtcr=36
